_id,author,date,journal,keywords,org,country,title,url,
59a8bd761d41c81f54ab2df0,"Speier W, Deshpande A, Pouratian N.",2015 Jun,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"['Brain–computer interface', ' Electrode placement', ' Event-related potential', ' Natural language processing', ' P300', ' Speller']",";University of California, Los Angeles, Department of Bioengineering, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Medical Imaging Informatics Group, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.;University of California, Los Angeles, Department of Bioengineering, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.;University of California, Los Angeles, Department of Bioengineering, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Department of Neurosurgery, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Interdepartmental Program in Neuroscience, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Brain Research Institute, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA. Electronic address: npouratian@mednet.ucla.edu.",";University of California, Los Angeles, Department of Bioengineering, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Medical Imaging Informatics Group, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.;University of California, Los Angeles, Department of Bioengineering, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA.;University of California, Los Angeles, Department of Bioengineering, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Department of Neurosurgery, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Interdepartmental Program in Neuroscience, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA; University of California, Los Angeles, Brain Research Institute, David Geffen School of Medicine at UCLA, Los Angeles, CA, USA. Electronic address: npouratian@mednet.ucla.edu.",A method for optimizing EEG electrode number and configuration for signal acquisition in P300 speller systems.,https://www.ncbi.nlm.nih.gov/pubmed/25316166,
59a8bd761d41c81f54ab2df1,"Turchin A, Sawarkar A, Dementieva YA, Breydo E, Ramelson H.",2014 Aug 6,Applied clinical informatics,"['Medication errors', ' electronic medical records', ' electronic prescribing', ' user interface']",";Harvard Clinical Research Institute , Boston, MA ; Division of Endocrinology, Brigham and Women's Hospital , Boston, MA ; Harvard Medical School , Boston, MA.;Harvard Medical School , Boston, MA ; Division of General Internal Medicine, Brigham and Women's Hospital , Boston, MA.;Department of Mathematics, Emmanuel College , Boston, MA.;BE-Tech, Inc. , Brooklyn, NY ; Division of General Internal Medicine, Brigham and Women's Hospital , Boston, MA.;Harvard Medical School , Boston, MA ; Information Systems, Partners HealthCare , Boston, MA.",";Harvard Clinical Research Institute , Boston, MA ; Division of Endocrinology, Brigham and Women's Hospital , Boston, MA ; Harvard Medical School , Boston, MA.;Harvard Medical School , Boston, MA ; Division of General Internal Medicine, Brigham and Women's Hospital , Boston, MA.;Department of Mathematics, Emmanuel College , Boston, MA.;BE-Tech, Inc. , Brooklyn, NY ; Division of General Internal Medicine, Brigham and Women's Hospital , Boston, MA.;Harvard Medical School , Boston, MA ; Information Systems, Partners HealthCare , Boston, MA.",Effect of EHR user interface changes on internal prescription discrepancies.,https://www.ncbi.nlm.nih.gov/pubmed/25298811,
59a8bd771d41c81f54ab2df2,"Martínez-Costa C, Schulz S.",2014 Jul 23,Applied clinical informatics,"['Electronic Health Records', ' HL7 CDA', ' Knowledge Representation', ' OpenEHR', ' SNOMED CT', ' Semantics']",";Institute for Medical Informatics, Statistics and Documentation, Medical University of Graz , Austria.;Institute for Medical Informatics, Statistics and Documentation, Medical University of Graz , Austria ; Institute of Medical Biometry and Medical Informatics, Freiburg University Medical Center , Germany.",";Institute for Medical Informatics, Statistics and Documentation, Medical University of Graz , Austria.;Institute for Medical Informatics, Statistics and Documentation, Medical University of Graz , Austria ; Institute of Medical Biometry and Medical Informatics, Freiburg University Medical Center , Germany.",Ontology content patterns as bridge for the semantic representation of clinical information.,https://www.ncbi.nlm.nih.gov/pubmed/25298807,
59a8bd781d41c81f54ab2df3,"Wells QS, Farber-Eger E, Crawford DC.",2014 Sep 20,Journal of clinical bioinformatics,"['Echocardiography', ' Electronic health records', ' Natural language processing']",";Department of Medicine, Vanderbilt University, Nashville, TN 37232, USA ; Department of Pharmacology, Vanderbilt University, Nashville, TN 37232, USA ; Vanderbilt University Medical Center, 2525 West End Avenue, Suite 300, Nashville TN 37203, USA.;Center for Human Genetics Research, Vanderbilt University, Nashville, TN 37232, USA.;Center for Human Genetics Research, Vanderbilt University, Nashville, TN 37232, USA ; Molecular Physiology and Biophysics, Vanderbilt University, Nashville, TN 37232, USA.",";Department of Medicine, Vanderbilt University, Nashville, TN 37232, USA ; Department of Pharmacology, Vanderbilt University, Nashville, TN 37232, USA ; Vanderbilt University Medical Center, 2525 West End Avenue, Suite 300, Nashville TN 37203, USA.;Center for Human Genetics Research, Vanderbilt University, Nashville, TN 37232, USA.;Center for Human Genetics Research, Vanderbilt University, Nashville, TN 37232, USA ; Molecular Physiology and Biophysics, Vanderbilt University, Nashville, TN 37232, USA.",Extraction of echocardiographic data from the electronic medical record is a rapid and efficient method for study of cardiac structure and function.,https://www.ncbi.nlm.nih.gov/pubmed/25276338,
59a8bd781d41c81f54ab2df4,"González-Navarro A, Freire-Prudencio S, Gil D, Martos-Pérez J, Jordanova V, Cerga-Pashoja A, Shishkova A, Evans R.",2014 Feb 24,Revista de neurologia,KEYWORDS_NA,";Centro DELETREA, 28014 Madrid, Espana.",";Centro DELETREA, 28014 Madrid, Espana.",[FIRST: a tool for facilitating reading comprehension in high-functioning autism spectrum disorder].,https://www.ncbi.nlm.nih.gov/pubmed/25252659,
59a8bd791d41c81f54ab2df5,"Ananda-Rajah MR, Martinez D, Slavin MA, Cavedon L, Dooley M, Cheng A, Thursky KA.",2014 Sep 24,PloS one,KEYWORDS_NA,";Infectious Diseases Unit, Alfred Health, Melbourne, Victoria, Australia.;Computing and Information Systems, University of Melbourne, Melbourne, Victoria, Australia.;Victorian Infectious Diseases Service, Peter Doherty Centre, Melbourne, Victoria, Australia; Infectious diseases department, Peter MacCallum Cancer Institute, Melbourne, Victoria, Australia.;School of Computer Science and IT, RMIT University, Melbourne, Victoria, Australia.;Pharmacy Department, Alfred Health, Melbourne, Victoria, Australia; Faculty of Pharmacy & Pharmaceutical Science, Monash University, Melbourne, Victoria, Australia.;Infectious Diseases Unit, Alfred Health, Melbourne, Victoria, Australia; Department of Epidemiology and Preventative Medicine, Monash University, Melbourne, Victoria, Australia.",";Infectious Diseases Unit, Alfred Health, Melbourne, Victoria, Australia.;Computing and Information Systems, University of Melbourne, Melbourne, Victoria, Australia.;Victorian Infectious Diseases Service, Peter Doherty Centre, Melbourne, Victoria, Australia; Infectious diseases department, Peter MacCallum Cancer Institute, Melbourne, Victoria, Australia.;School of Computer Science and IT, RMIT University, Melbourne, Victoria, Australia.;Pharmacy Department, Alfred Health, Melbourne, Victoria, Australia; Faculty of Pharmacy & Pharmaceutical Science, Monash University, Melbourne, Victoria, Australia.;Infectious Diseases Unit, Alfred Health, Melbourne, Victoria, Australia; Department of Epidemiology and Preventative Medicine, Monash University, Melbourne, Victoria, Australia.",Facilitating surveillance of pulmonary invasive mold diseases in patients with haematological malignancies by screening computed tomography reports using natural language processing.,https://www.ncbi.nlm.nih.gov/pubmed/25250675,
59a8bd791d41c81f54ab2df6,"Khare R, Li J, Lu Z.",2014 Dec,Journal of biomedical informatics,"['Corpus annotation', ' Drug indications', ' Drug labels', ' Natural language processing']",";National Center for Biotechnology Information (NCBI), U.S. National Institutes of Health, 8600 Rockville Pike, Bethesda, USA. Electronic address: ritu.khare@nih.gov.;Institute of Medical Information, Chinese Academy of Medical Sciences, Beijing, China. Electronic address: li.jiao@imicams.ac.cn.;National Center for Biotechnology Information (NCBI), U.S. National Institutes of Health, 8600 Rockville Pike, Bethesda, USA. Electronic address: zhiyong.lu@nih.gov.",";National Center for Biotechnology Information (NCBI), U.S. National Institutes of Health, 8600 Rockville Pike, Bethesda, USA. Electronic address: ritu.khare@nih.gov.;Institute of Medical Information, Chinese Academy of Medical Sciences, Beijing, China. Electronic address: li.jiao@imicams.ac.cn.;National Center for Biotechnology Information (NCBI), U.S. National Institutes of Health, 8600 Rockville Pike, Bethesda, USA. Electronic address: zhiyong.lu@nih.gov.",LabeledIn: cataloging labeled indications for human drugs.,https://www.ncbi.nlm.nih.gov/pubmed/25220766,
59a8bd7a1d41c81f54ab2df7,"Shinagare AB, Ip IK, Lacson R, Ramaiya NH, George S, Khorasani R.",2015 Feb,Radiology,KEYWORDS_NA,";From the Department of Radiology and Center for Evidence-Based Imaging, Brigham and Women's Hospital, Harvard Medical School, 75 Francis St, Boston, MA 02115 (A.B.S., I.K.I., R.L., R.K.); Department of Radiology, Brigham and Women's Hospital/Dana-Farber Cancer Institute, Boston, Mass (A.B.S., N.H.R.); and Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Mass (S.G.).",";From the Department of Radiology and Center for Evidence-Based Imaging, Brigham and Women's Hospital, Harvard Medical School, 75 Francis St, Boston, MA 02115 (A.B.S., I.K.I., R.L., R.K.); Department of Radiology, Brigham and Women's Hospital/Dana-Farber Cancer Institute, Boston, Mass (A.B.S., N.H.R.); and Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Mass (S.G.).",Gastrointestinal stromal tumor: optimizing the use of cross-sectional chest imaging during follow-up.,https://www.ncbi.nlm.nih.gov/pubmed/25203129,
59a8bd7b1d41c81f54ab2df8,"Lin CH, Wu NY, Liou DM.",2015 Feb,Journal of biomedical informatics,"['Case report form', ' Common data elements', ' Data standard', ' Natural language processing', ' Ontology-based knowledgebase']",";Institute of Biomedical Informatics, National Yang-Ming University, Taipei, Taiwan.;Institute of Biomedical Informatics, National Yang-Ming University, Taipei, Taiwan. Electronic address: dmliou@ym.edu.tw.",";Institute of Biomedical Informatics, National Yang-Ming University, Taipei, Taiwan.;Institute of Biomedical Informatics, National Yang-Ming University, Taipei, Taiwan. Electronic address: dmliou@ym.edu.tw.",A multi-technique approach to bridge electronic case report form design and data standard adoption.,https://www.ncbi.nlm.nih.gov/pubmed/25200473,
59a8bd7b1d41c81f54ab2df9,"Sevenster M, Bozeman J, Cowhy A, Trost W.",2015 Feb,Journal of biomedical informatics,"['Information correlation', ' Natural language processing', ' Oncologic measurement', ' RECIST', ' Radiology report']",";Clinical Informatics, Interventional & Translational Solutions, Philips Research North America, 345 Scarborough Road, Briarcliff Manor, NY, USA. Electronic address: Merlijn.sevenster@philips.com.;Department of Medicine, University of Chicago, Chicago, IL, USA.",";Clinical Informatics, Interventional & Translational Solutions, Philips Research North America, 345 Scarborough Road, Briarcliff Manor, NY, USA. Electronic address: Merlijn.sevenster@philips.com.;Department of Medicine, University of Chicago, Chicago, IL, USA.",A natural language processing pipeline for pairing measurements uniquely across free-text CT reports.,https://www.ncbi.nlm.nih.gov/pubmed/25200472,
59a8bd7c1d41c81f54ab2dfa,"Cooper GF, Villamarin R, Rich Tsui FC, Millett N, Espino JU, Wagner MM.",2015 Feb,Journal of biomedical informatics,"['Bayesian modeling', ' Clinical reports', ' Infectious disease', ' Outbreak characterization', ' Outbreak detection']",";Real-time Outbreak and Disease Surveillance (RODS) Laboratory, Department of Biomedical Informatics, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA 15206-3701, USA. Electronic address: gfc@pitt.edu.;Real-time Outbreak and Disease Surveillance (RODS) Laboratory, Department of Biomedical Informatics, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA 15206-3701, USA.",";Real-time Outbreak and Disease Surveillance (RODS) Laboratory, Department of Biomedical Informatics, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA 15206-3701, USA. Electronic address: gfc@pitt.edu.;Real-time Outbreak and Disease Surveillance (RODS) Laboratory, Department of Biomedical Informatics, University of Pittsburgh, 5607 Baum Boulevard, Pittsburgh, PA 15206-3701, USA.",A method for detecting and characterizing outbreaks of infectious disease from clinical reports.,https://www.ncbi.nlm.nih.gov/pubmed/25181466,
59a8bd7c1d41c81f54ab2dfb,"Allones JL, Martinez D, Taboada M.",2014 Oct,Journal of medical systems,KEYWORDS_NA,";Department of Electronics and Computer Science Campus Vida, University of Santiago de Compostela, Santiago de Compostela, La Coruña, 15782, Spain, joseallones87@gmail.com.",";Department of Electronics and Computer Science Campus Vida, University of Santiago de Compostela, Santiago de Compostela, La Coruña, 15782, Spain, joseallones87@gmail.com.",Automated mapping of clinical terms into SNOMED-CT. An application to codify procedures in pathology.,https://www.ncbi.nlm.nih.gov/pubmed/25178272,
59a8bd7d1d41c81f54ab2dfc,"Sağlam RB, Taşkaya Temizel T.",2014 Nov,Computer methods and programs in biomedicine,"['Content-based retrieval', ' Diabetes', ' Medical information systems', ' Timeliness analysis']",";Department of Information Systems, Informatics Institute, Middle East Technical University, Ankara, Turkey. Electronic address: rahimebelen@gmail.com.;Department of Information Systems, Informatics Institute, Middle East Technical University, Ankara, Turkey.",";Department of Information Systems, Informatics Institute, Middle East Technical University, Ankara, Turkey. Electronic address: rahimebelen@gmail.com.;Department of Information Systems, Informatics Institute, Middle East Technical University, Ankara, Turkey.",Automatic information timeliness assessment of diabetes web sites by evidence based medicine.,https://www.ncbi.nlm.nih.gov/pubmed/25168774,
59a8bd7e1d41c81f54ab2dfd,"Redd D, Frech TM, Murtaugh MA, Rhiannon J, Zeng QT.",2014 Oct,Computers in biology and medicine,"['Blood pressure', ' Hypertension', ' Informatics', ' Management', ' Natural language processing', ' Prednisone', ' Renal crisis', ' Scleroderma', ' Steroid', ' Systemic sclerosis']",";Veterans Affair Medical Center Salt Lake City Health Care System, Salt Lake City, Utah, USA; Department of Internal Medicine, Division of Rheumatology, University of Utah School of Medicine and Veterans Affair Medical Center, Sat Lake City, Utah, USA; Department of Biomedical Informatics, University of Utah School of Medicine, Salt Lake City, Utah, USA.;Veterans Affair Medical Center Salt Lake City Health Care System, Salt Lake City, Utah, USA; Department of Internal Medicine, Division of Rheumatology, University of Utah School of Medicine and Veterans Affair Medical Center, Sat Lake City, Utah, USA. Electronic address: tracy.frech@hsc.utah.edu.;Veterans Affair Medical Center Salt Lake City Health Care System, Salt Lake City, Utah, USA; Department of Internal Medicine, Division of Rheumatology, University of Utah School of Medicine and Veterans Affair Medical Center, Sat Lake City, Utah, USA.;Veterans Affair Medical Center Denver Health Care System, Denver, Colorado, USA.",";Veterans Affair Medical Center Salt Lake City Health Care System, Salt Lake City, Utah, USA; Department of Internal Medicine, Division of Rheumatology, University of Utah School of Medicine and Veterans Affair Medical Center, Sat Lake City, Utah, USA; Department of Biomedical Informatics, University of Utah School of Medicine, Salt Lake City, Utah, USA.;Veterans Affair Medical Center Salt Lake City Health Care System, Salt Lake City, Utah, USA; Department of Internal Medicine, Division of Rheumatology, University of Utah School of Medicine and Veterans Affair Medical Center, Sat Lake City, Utah, USA. Electronic address: tracy.frech@hsc.utah.edu.;Veterans Affair Medical Center Salt Lake City Health Care System, Salt Lake City, Utah, USA; Department of Internal Medicine, Division of Rheumatology, University of Utah School of Medicine and Veterans Affair Medical Center, Sat Lake City, Utah, USA.;Veterans Affair Medical Center Denver Health Care System, Denver, Colorado, USA.",Informatics can identify systemic sclerosis (SSc) patients at risk for scleroderma renal crisis.,https://www.ncbi.nlm.nih.gov/pubmed/25168254,
59a8bd7f1d41c81f54ab2dfe,"Deng Y, Denecke K.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Innovation Centre Computer Assisted Surgery, University of Leipzig.",";Innovation Centre Computer Assisted Surgery, University of Leipzig.",Visualizing unstructured patient data for assessing diagnostic and therapeutic history.,https://www.ncbi.nlm.nih.gov/pubmed/25160371,
59a8bd7f1d41c81f54ab2dff,"Mabotuwana T, Qian Y, Sevenster M.",2014,Studies in health technology and informatics,KEYWORDS_NA,Philips Research North America.,Philips Research North America.,A context-sensitive image annotation recommendation engine for radiology.,https://www.ncbi.nlm.nih.gov/pubmed/25160368,
59a8bd801d41c81f54ab2e00,"Okhmatovskaia A, Shaban-Nejad A, Lavigne M, Buckeridge DL.",2014,Studies in health technology and informatics,KEYWORDS_NA,McGill University Clinical and Health Informatics Research Group.,McGill University Clinical and Health Informatics Research Group.,Addressing the challenge of encoding causal epidemiological knowledge in formal ontologies: a practical perspective.,https://www.ncbi.nlm.nih.gov/pubmed/25160364,
59a8bd811d41c81f54ab2e01,"Michalik C, Dress J, Ngouongo S, Stäubert S, Weber U, Brockmeyer N, Paulus U, Stausberg J.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Competence Network for HIV/AIDS (KompNet), Ruhr-University Bochum, Germany.;Clinical Trial Centre (ZKS), University Cologne, Germany.;Institute for Medical Information Processing, Biometry and Epidemiology (IBE), Ludwig-Maximilians-Universität Munich, Germany.;Institute for Medical Informatics, Statistics und Epidemiology (IMISE), University Leipzig, Germany.",";Competence Network for HIV/AIDS (KompNet), Ruhr-University Bochum, Germany.;Clinical Trial Centre (ZKS), University Cologne, Germany.;Institute for Medical Information Processing, Biometry and Epidemiology (IBE), Ludwig-Maximilians-Universität Munich, Germany.;Institute for Medical Informatics, Statistics und Epidemiology (IMISE), University Leipzig, Germany.","Requirements and tasks of cohorts and registers, the German KoRegIT project.",https://www.ncbi.nlm.nih.gov/pubmed/25160356,
59a8bd811d41c81f54ab2e02,"Opitz T, Aze J, Bringay S, Joutard C, Lavergne C, Mollevi C.",2014,Studies in health technology and informatics,KEYWORDS_NA,";LIRMM, Université Montpellier, France.;I3M, Université Montpellier, France.;Biostatistics Unit, Institut de Cancérologie de Montpellier, France.",";LIRMM, Université Montpellier, France.;I3M, Université Montpellier, France.;Biostatistics Unit, Institut de Cancérologie de Montpellier, France.",Breast cancer and quality of life: medical information extraction from health forums.,https://www.ncbi.nlm.nih.gov/pubmed/25160353,
59a8bd821d41c81f54ab2e03,"Patapovas A, Pfistermeister B, Tarkhov A, Terfloth L, Maas R, Fromm MF, Kornhuber J, Prokosch HU, Bürkle T.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany.;Institute of Experimental and Clinical Pharmacology and Toxicology, Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany.;Molecular Networks, Erlangen, Germany.;Department of Psychiatry and Psychotherapy, University Hospital, Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany.",";Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany.;Institute of Experimental and Clinical Pharmacology and Toxicology, Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany.;Molecular Networks, Erlangen, Germany.;Department of Psychiatry and Psychotherapy, University Hospital, Friedrich-Alexander-Universität Erlangen-Nürnberg, Germany.",The effect object paradigm--a means to support medication safety with clinical decision support.,https://www.ncbi.nlm.nih.gov/pubmed/25160352,
59a8bd841d41c81f54ab2e04,"Karmen C, Ganzinger M, Kohl CD, Firnkorn D, Knaup-Gregori P.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Institute of Medical Biometry and Informatics, Heidelberg University, Germany.",";Institute of Medical Biometry and Informatics, Heidelberg University, Germany.",A framework for integrating heterogeneous clinical data for a disease area into a central data warehouse.,https://www.ncbi.nlm.nih.gov/pubmed/25160351,
59a8bd841d41c81f54ab2e05,"Schulz S, Rodrigues JM, Rector A, Spackman K, Campbell J, Ustün B, Chute CG, Solbrig H, Della Mea V, Millar J, Brand Persson K.",2014,Studies in health technology and informatics,KEYWORDS_NA,WHO - IHTSDO Joint Advisory Group (JAG) http://apps.who.int/classifications/whoihtsdo.,WHO - IHTSDO Joint Advisory Group (JAG) http://apps.who.int/classifications/whoihtsdo.,What's in a class? Lessons learnt from the ICD - SNOMED CT harmonisation.,https://www.ncbi.nlm.nih.gov/pubmed/25160346,
59a8bd851d41c81f54ab2e06,"Dewenter H, Heitmann KU, Treinat L, Thun S.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Hochschule Niederrhein, University of Applied Sciences. Krefeld, Germany.;HL7 Germany, Cologne, Germany.;ZTG, Center for telematics and telemedicine GmbH. Bochum, Germany.",";Hochschule Niederrhein, University of Applied Sciences. Krefeld, Germany.;HL7 Germany, Cologne, Germany.;ZTG, Center for telematics and telemedicine GmbH. Bochum, Germany.",Effective ways for the transmission of infection prevention data according to German legal specifications via the medical terminology SNOMED CT used with HL7 CDA templates.,https://www.ncbi.nlm.nih.gov/pubmed/25160345,
59a8bd851d41c81f54ab2e07,"Legaz-García Mdel C, Martínez-Costa C, Miñarro-Giménez JA, Fernández-Breis JT, Schulz S, Menárguez-Tortosa M.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Department of Informatics and Systems, University of Murcia, Spain.;Institute of Medical Informatics, Statistics, and Documentation, Medical University of Graz.;Medical Expert and Knowledge-Based Systems, Medical University of Vienna, Austria.",";Department of Informatics and Systems, University of Murcia, Spain.;Institute of Medical Informatics, Statistics, and Documentation, Medical University of Graz.;Medical Expert and Knowledge-Based Systems, Medical University of Vienna, Austria.",Ontology patterns-based transformation of clinical information.,https://www.ncbi.nlm.nih.gov/pubmed/25160342,
59a8bd861d41c81f54ab2e08,"Declerck G, Souvignet J, Rodrigues JM, Jaulent MC.",2014,Studies in health technology and informatics,KEYWORDS_NA,";INSERM, U1142, LIMICS, F-75006, Paris, France; Sorbonne Universités, UPMC Univ Paris 06, UMR_S 1142, LIMICS, F-75006, Paris, France; Université Paris 13, Sorbonne Paris Cité, LIMICS, (UMR_S 1142), F-93430, Villetaneuse, France.",";INSERM, U1142, LIMICS, F-75006, Paris, France; Sorbonne Universités, UPMC Univ Paris 06, UMR_S 1142, LIMICS, F-75006, Paris, France; Université Paris 13, Sorbonne Paris Cité, LIMICS, (UMR_S 1142), F-93430, Villetaneuse, France.",Automatic annotation of ICD-to-MedDRA mappings with SKOS predicates.,https://www.ncbi.nlm.nih.gov/pubmed/25160341,
59a8bd871d41c81f54ab2e09,"Vishnyakova D, Gobeill J, Oezdemir-Zaech F, Kreim O, Vachon T, Clade T, Haenning X, Mikhailov D, Ruch P.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Division of Medical Information Sciences, University Hospitals and University of Geneva, Switzerland.;BiTeM, HEG/University of Applied Sciences of Western Switzerland, Geneva Switzerland.;Novartis Institute for BioMedical Research, Basel, Switzerland.",";Division of Medical Information Sciences, University Hospitals and University of Geneva, Switzerland.;BiTeM, HEG/University of Applied Sciences of Western Switzerland, Geneva Switzerland.;Novartis Institute for BioMedical Research, Basel, Switzerland.",Electronic processing of informed consents in a global pharmaceutical company environment.,https://www.ncbi.nlm.nih.gov/pubmed/25160337,
59a8bd871d41c81f54ab2e0a,"Soto-Rey I, Trinczek B, Karakoyun T, Dugas M, Fritz F.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Institute of Medical Informatics, University of Münster, Germany.;Coordination Centre for Clinical Trials, Medical Faculty at the Heinrich-Heine-University Hospital Düsseldorf, Germany.",";Institute of Medical Informatics, University of Münster, Germany.;Coordination Centre for Clinical Trials, Medical Faculty at the Heinrich-Heine-University Hospital Düsseldorf, Germany.",Protocol feasibility workflow using an automated multi-country patient cohort system.,https://www.ncbi.nlm.nih.gov/pubmed/25160335,
59a8bd881d41c81f54ab2e0b,"Tagaris A, Andronikou V, Karanastasis E, Chondrogiannis E, Tsirmpas C, Varvarigou T, Koutsouris D.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Institute of Communication and Computer Systems (ICCS), National Technical University of Athens, (NTUA), Greece.",";Institute of Communication and Computer Systems (ICCS), National Technical University of Athens, (NTUA), Greece.",PAT: an intelligent authoring tool for facilitating clinical trial design.,https://www.ncbi.nlm.nih.gov/pubmed/25160332,
59a8bd881d41c81f54ab2e0c,"Matsumura Y, Hattori A, Manabe S, Takeda T, Takahashi D, Yamamoto Y, Murata T, Mihara N.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Medical Informatics, Osaka University Graduate School of Medicine, Osaka, Japan.;MKS ltd, Osaka, Japan.;Division of Medical Informatics, Osaka University Hospital, Osaka, Japan.",";Medical Informatics, Osaka University Graduate School of Medicine, Osaka, Japan.;MKS ltd, Osaka, Japan.;Division of Medical Informatics, Osaka University Hospital, Osaka, Japan.",Interconnection of electronic medical record with clinical data management system by CDISC ODM.,https://www.ncbi.nlm.nih.gov/pubmed/25160311,
59a8bd891d41c81f54ab2e0d,"Doods J, Dugas M, Fritz F.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Insitute of Medical Informatics, University of Münster, Germany.",";Insitute of Medical Informatics, University of Münster, Germany.",Analysis of eligibility criteria from ClinicalTrials.gov.,https://www.ncbi.nlm.nih.gov/pubmed/25160308,
59a8bd891d41c81f54ab2e0e,"Bucur A, Van Leeuwen J, Chen NZ, Claerhout B, De Schepper K, Perez-Rey D, Alonso-Calvo R, Pugliano L, Saini K.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Philips Research Europe, The Netherlands.;Custodix NV, Belgium.;Grupo de Informática Biomédica, Universidad Politécnica de Madrid, Spain.;The Breast International Group, Belgium.",";Philips Research Europe, The Netherlands.;Custodix NV, Belgium.;Grupo de Informática Biomédica, Universidad Politécnica de Madrid, Spain.;The Breast International Group, Belgium.",Supporting patient screening to identify suitable clinical trials.,https://www.ncbi.nlm.nih.gov/pubmed/25160302,
59a8bd8a1d41c81f54ab2e0f,"Aegerter P, Bendersky N, Tran TC, Ropers J, Taright N, Chatellier G.",2014,Studies in health technology and informatics,KEYWORDS_NA,";AP-HP, Hôpital A. Paré, Unité de Recherche Clinique, Boulogne, France.;AP-HP, Département d'Information Médicale, Paris, France.;AP-HP, Hôpital G. Pompidou, Unité de Recherche Clinique, Paris, France.",";AP-HP, Hôpital A. Paré, Unité de Recherche Clinique, Boulogne, France.;AP-HP, Département d'Information Médicale, Paris, France.;AP-HP, Hôpital G. Pompidou, Unité de Recherche Clinique, Paris, France.",The use of DRG for identifying clinical trials centers with high recruitment potential: a feasability study.,https://www.ncbi.nlm.nih.gov/pubmed/25160294,
59a8bd8a1d41c81f54ab2e10,"Meystre S, Shen S, Hofmann D, Gundlapalli A.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Department of Biomedical Informatics, University of Utah, Salt Lake City, Utah, USA.;VA Salt Lake City Health Care System, Salt Lake City, Utah, USA.",";Department of Biomedical Informatics, University of Utah, Salt Lake City, Utah, USA.;VA Salt Lake City Health Care System, Salt Lake City, Utah, USA.",Can physicians recognize their own patients in de-identified notes?,https://www.ncbi.nlm.nih.gov/pubmed/25160293,
59a8bd8b1d41c81f54ab2e11,"Lövestam E, Velupillai S, Kvist M.",2014,Studies in health technology and informatics,KEYWORDS_NA,";Dept. of Food, Nutrition and Dietetics, Uppsala university, Uppsala, Sweden.;Dept. of Computer and Systems Sciences, Stockholm University, Stockholm, Sweden.",";Dept. of Food, Nutrition and Dietetics, Uppsala university, Uppsala, Sweden.;Dept. of Computer and Systems Sciences, Stockholm University, Stockholm, Sweden.",Abbreviations in Swedish Clinical Text--use by three professions.,https://www.ncbi.nlm.nih.gov/pubmed/25160281,
59a8bd8c1d41c81f54ab2e12,"Li X, Liu H, Zhang S, Mei J, Xie G, Yu Y, Li J, Lakshmanan GT.",2014,Studies in health technology and informatics,KEYWORDS_NA,";IBM Research, Beijing, China.;IBM T. J. Watson Research Center, Hawthorne, NY, USA.",";IBM Research, Beijing, China.;IBM T. J. Watson Research Center, Hawthorne, NY, USA.",Automatic variance analysis of multistage care pathways.,https://www.ncbi.nlm.nih.gov/pubmed/25160280,
